event,line,opcode,args,context
event_0409.txt,83,Proc08D,0x18,That was fun!\r\nNow back to work...\BRK
event_0409.txt,84,Proc08D,0xC,That was fun!\r\nNow back to work...\BRK
event_0409.txt,85,Proc08D,0x12,That was fun!\r\nNow back to work...\BRK
event_0409.txt,86,Proc08D,0xB,That was fun!\r\nNow back to work...\BRK
event_0409.txt,87,Proc08D,9,That was fun!\r\nNow back to work...\BRK
event_0409.txt,92,Proc12A,0,That was fun!\r\nNow back to work...\BRK
event_0409.txt,97,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0409.txt,98,Proc08D,0x15,That was fun!\r\nNow back to work...\BRK
event_0409.txt,99,Proc08D,0x16,That was fun!\r\nNow back to work...\BRK
event_0409.txt,100,Proc08D,0x19,That was fun!\r\nNow back to work...\BRK
event_0409.txt,101,Proc08D,0x1B,
event_0409.txt,102,Proc08D,0x13,
event_0409.txt,103,Proc08D,0x18,
event_0409.txt,104,Proc08D,0xC,
event_0409.txt,105,Proc08D,0x12,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0409.txt,106,Proc08D,0xB,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0409.txt,107,Proc08D,9,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0409.txt,144,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0409.txt,145,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0409.txt,146,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0409.txt,147,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0409.txt,148,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0409.txt,149,Proc08D,8,
event_0409.txt,150,Proc08D,9,
event_0409.txt,151,Proc08D,0xD,
event_0409.txt,152,Proc08D,0xE,
event_0409.txt,153,Proc08D,0x11,
event_0409.txt,154,Proc08D,0x12,
event_0409.txt,155,Proc08D,0x13,
event_0409.txt,156,Proc08D,0x18,
event_0409.txt,157,Proc08D,0x19,
event_0409.txt,158,Proc08D,0x1C,
event_0409.txt,159,Proc12A,0,
event_0409.txt,182,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0409.txt,183,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0409.txt,184,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0409.txt,185,Proc08D,8,That was fun!\r\nNow back to work...\BRK
event_0409.txt,186,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0409.txt,187,Proc08D,3,
event_0409.txt,188,Proc08D,0x18,
event_0409.txt,189,Proc12A,0,
event_0409.txt,212,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0409.txt,213,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0409.txt,214,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0409.txt,215,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0409.txt,216,Proc08D,0xA,That was fun!\r\nNow back to work...\BRK
event_0409.txt,217,Proc08D,0xC,
event_0409.txt,218,Proc08D,0xD,
event_0409.txt,219,Proc08D,0x10,
event_0409.txt,220,Proc08D,0x14,
event_0409.txt,221,Proc08D,0x15,
event_0409.txt,222,Proc08D,0x16,
event_0409.txt,226,Proc08D,0x47,
event_0409.txt,227,Proc08D,0x48,
event_0409.txt,228,Proc08D,0x49,
event_0409.txt,229,Proc12A,0,
event_0409.txt,252,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0409.txt,253,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0409.txt,254,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0409.txt,255,Proc08D,0x1C,That was fun!\r\nNow back to work...\BRK
event_0409.txt,256,Proc08D,0x1B,That was fun!\r\nNow back to work...\BRK
event_0409.txt,257,Proc08D,7,
event_0409.txt,258,Proc08D,0xC,
event_0409.txt,259,Proc08D,0x18,
event_0409.txt,260,Proc08D,0x15,
event_0409.txt,261,Proc08D,0x14,
event_0409.txt,262,Proc08D,0x16,
event_0409.txt,263,Proc08D,1,
event_0409.txt,264,Proc08D,2,
event_0409.txt,265,Proc08D,0xE,
event_0409.txt,266,Proc08D,8,
event_0409.txt,267,Proc12A,0,
event_0409.txt,290,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0409.txt,291,Proc08D,0x13,That was fun!\r\nNow back to work...\BRK
event_0409.txt,292,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0409.txt,293,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0409.txt,294,Proc08D,0xE,That was fun!\r\nNow back to work...\BRK
event_0409.txt,295,Proc08D,0xB,
event_0409.txt,296,Proc08D,0xD,
event_0409.txt,297,Proc08D,0x1B,
event_0409.txt,298,Proc08D,7,
event_0409.txt,299,Proc08D,0x11,
event_0409.txt,303,Proc08D,0x47,
event_0409.txt,304,Proc08D,0x48,
event_0409.txt,305,Proc08D,0x49,
event_0409.txt,306,Proc12A,0,
event_0409.txt,314,Proc08D,0x12,
event_0409.txt,315,Proc08D,0xB,
event_0409.txt,316,Proc08D,9,
event_0409.txt,358,Func083,3,
event_0410.txt,38,Proc08D,0xD,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,39,Proc08D,0x14,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,40,Proc08D,0x16,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,41,Proc08D,0x1E,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,42,Proc08D,0x1C,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0410.txt,43,Proc08D,0x19,Hmm...What should I make?\BRK
event_0410.txt,44,Proc08D,0x1B,Hmm...What should I make?\BRK
event_0410.txt,45,Proc08D,0x13,Hmm...What should I make?\BRK
event_0410.txt,46,Proc08D,0x18,Hmm...What should I make?\BRK
event_0410.txt,47,Proc08D,0x12,Hmm...What should I make?\BRK
event_0410.txt,48,Proc08D,9,Hmm...What should I make?\BRK
event_0410.txt,49,Proc08D,2,Hmm...What should I make?\BRK
event_0410.txt,50,Proc08D,1,Hmm...What should I make?\BRK
event_0410.txt,55,Proc12A,0,Hmm...What should I make?\BRK | The judging hasn't\r\neven begun yet.\BRK
event_0410.txt,73,Proc08D,0xD,The judging hasn't\r\neven begun yet.\BRK
event_0410.txt,74,Proc08D,0x15,The judging hasn't\r\neven begun yet.\BRK
event_0410.txt,75,Proc08D,0x16,The judging hasn't\r\neven begun yet.\BRK
event_0410.txt,76,Proc08D,0x19,That was fun!\r\nNow back to work...\BRK
event_0410.txt,77,Proc08D,0x1B,That was fun!\r\nNow back to work...\BRK
event_0410.txt,78,Proc08D,0x13,That was fun!\r\nNow back to work...\BRK
event_0410.txt,79,Proc08D,0x18,That was fun!\r\nNow back to work...\BRK
event_0410.txt,80,Proc08D,0xC,That was fun!\r\nNow back to work...\BRK
event_0410.txt,81,Proc08D,0x12,That was fun!\r\nNow back to work...\BRK
event_0410.txt,82,Proc08D,0xB,That was fun!\r\nNow back to work...\BRK
event_0410.txt,83,Proc08D,9,That was fun!\r\nNow back to work...\BRK
event_0410.txt,88,Proc12A,0,That was fun!\r\nNow back to work...\BRK
event_0410.txt,93,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0410.txt,94,Proc08D,0x15,That was fun!\r\nNow back to work...\BRK
event_0410.txt,95,Proc08D,0x16,That was fun!\r\nNow back to work...\BRK
event_0410.txt,96,Proc08D,0x19,That was fun!\r\nNow back to work...\BRK
event_0410.txt,97,Proc08D,0x1B,
event_0410.txt,98,Proc08D,0x13,
event_0410.txt,99,Proc08D,0x18,
event_0410.txt,100,Proc08D,0xC,
event_0410.txt,101,Proc08D,0x12,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0410.txt,102,Proc08D,0xB,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0410.txt,103,Proc08D,9,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0410.txt,140,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0410.txt,141,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0410.txt,142,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0410.txt,143,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0410.txt,144,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0410.txt,145,Proc08D,8,
event_0410.txt,146,Proc08D,9,
event_0410.txt,147,Proc08D,0xD,
event_0410.txt,148,Proc08D,0xE,
event_0410.txt,149,Proc08D,0x11,
event_0410.txt,150,Proc08D,0x12,
event_0410.txt,151,Proc08D,0x13,
event_0410.txt,152,Proc08D,0x18,
event_0410.txt,153,Proc08D,0x19,
event_0410.txt,154,Proc08D,0x1C,
event_0410.txt,155,Proc12A,0,
event_0410.txt,178,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0410.txt,179,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0410.txt,180,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0410.txt,181,Proc08D,8,That was fun!\r\nNow back to work...\BRK
event_0410.txt,182,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0410.txt,183,Proc08D,3,
event_0410.txt,184,Proc08D,0x18,
event_0410.txt,185,Proc12A,0,
event_0410.txt,208,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0410.txt,209,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0410.txt,210,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0410.txt,211,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0410.txt,212,Proc08D,0xA,That was fun!\r\nNow back to work...\BRK
event_0410.txt,213,Proc08D,0xC,
event_0410.txt,214,Proc08D,0xD,
event_0410.txt,215,Proc08D,0x10,
event_0410.txt,216,Proc08D,0x14,
event_0410.txt,217,Proc08D,0x15,
event_0410.txt,218,Proc08D,0x16,
event_0410.txt,222,Proc08D,0x47,
event_0410.txt,223,Proc08D,0x48,
event_0410.txt,224,Proc08D,0x49,
event_0410.txt,225,Proc12A,0,
event_0410.txt,248,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0410.txt,249,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0410.txt,250,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0410.txt,251,Proc08D,0x1C,That was fun!\r\nNow back to work...\BRK
event_0410.txt,252,Proc08D,0x1B,That was fun!\r\nNow back to work...\BRK
event_0410.txt,253,Proc08D,7,
event_0410.txt,254,Proc08D,0xC,
event_0410.txt,255,Proc08D,0x18,
event_0410.txt,256,Proc08D,0x15,
event_0410.txt,257,Proc08D,0x14,
event_0410.txt,258,Proc08D,0x16,
event_0410.txt,259,Proc08D,1,
event_0410.txt,260,Proc08D,2,
event_0410.txt,261,Proc08D,0xE,
event_0410.txt,262,Proc08D,8,
event_0410.txt,263,Proc12A,0,
event_0410.txt,286,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0410.txt,287,Proc08D,0x13,That was fun!\r\nNow back to work...\BRK
event_0410.txt,288,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0410.txt,289,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0410.txt,290,Proc08D,0xE,That was fun!\r\nNow back to work...\BRK
event_0410.txt,291,Proc08D,0xB,
event_0410.txt,292,Proc08D,0xD,
event_0410.txt,293,Proc08D,0x1B,
event_0410.txt,294,Proc08D,7,
event_0410.txt,295,Proc08D,0x11,
event_0410.txt,299,Proc08D,0x47,
event_0410.txt,300,Proc08D,0x48,
event_0410.txt,301,Proc08D,0x49,
event_0410.txt,302,Proc12A,0,
event_0410.txt,310,Proc08D,0x12,
event_0410.txt,311,Proc08D,0xB,
event_0410.txt,312,Proc08D,9,
event_0411.txt,38,Proc08D,0xD,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,39,Proc08D,0x14,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,40,Proc08D,0x16,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,41,Proc08D,0x1E,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,42,Proc08D,0x1C,"\xFF!, \r\nwhere are you going?\BRK\WAIT_CLICKThe competition hasn't \r\nstarted yet!\BRK"
event_0411.txt,43,Proc08D,0x19,Hmm...What should I make?\BRK
event_0411.txt,44,Proc08D,0x1B,Hmm...What should I make?\BRK
event_0411.txt,45,Proc08D,0x13,Hmm...What should I make?\BRK
event_0411.txt,46,Proc08D,0x18,Hmm...What should I make?\BRK
event_0411.txt,47,Proc08D,0x12,Hmm...What should I make?\BRK
event_0411.txt,48,Proc08D,9,Hmm...What should I make?\BRK
event_0411.txt,49,Proc08D,2,Hmm...What should I make?\BRK
event_0411.txt,50,Proc08D,1,Hmm...What should I make?\BRK
event_0411.txt,55,Proc12A,0,Hmm...What should I make?\BRK | The judging hasn't\r\neven begun yet.\BRK
event_0411.txt,73,Proc08D,0xD,The judging hasn't\r\neven begun yet.\BRK
event_0411.txt,74,Proc08D,0x15,The judging hasn't\r\neven begun yet.\BRK
event_0411.txt,75,Proc08D,0x16,The judging hasn't\r\neven begun yet.\BRK
event_0411.txt,76,Proc08D,0x19,That was fun!\r\nNow back to work...\BRK
event_0411.txt,77,Proc08D,0x1B,That was fun!\r\nNow back to work...\BRK
event_0411.txt,78,Proc08D,0x13,That was fun!\r\nNow back to work...\BRK
event_0411.txt,79,Proc08D,0x18,That was fun!\r\nNow back to work...\BRK
event_0411.txt,80,Proc08D,0xC,That was fun!\r\nNow back to work...\BRK
event_0411.txt,81,Proc08D,0x12,That was fun!\r\nNow back to work...\BRK
event_0411.txt,82,Proc08D,0xB,That was fun!\r\nNow back to work...\BRK
event_0411.txt,83,Proc08D,9,That was fun!\r\nNow back to work...\BRK
event_0411.txt,88,Proc12A,0,That was fun!\r\nNow back to work...\BRK
event_0411.txt,93,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0411.txt,94,Proc08D,0x15,That was fun!\r\nNow back to work...\BRK
event_0411.txt,95,Proc08D,0x16,That was fun!\r\nNow back to work...\BRK
event_0411.txt,96,Proc08D,0x19,That was fun!\r\nNow back to work...\BRK
event_0411.txt,97,Proc08D,0x1B,
event_0411.txt,98,Proc08D,0x13,
event_0411.txt,99,Proc08D,0x18,
event_0411.txt,100,Proc08D,0xC,
event_0411.txt,101,Proc08D,0x12,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0411.txt,102,Proc08D,0xB,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0411.txt,103,Proc08D,9,Where are you going?\r\nThe New Year Festival \r\nhasn't even started yet!\BRK
event_0411.txt,140,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0411.txt,141,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0411.txt,142,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0411.txt,143,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0411.txt,144,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0411.txt,145,Proc08D,8,
event_0411.txt,146,Proc08D,9,
event_0411.txt,147,Proc08D,0xD,
event_0411.txt,148,Proc08D,0xE,
event_0411.txt,149,Proc08D,0x11,
event_0411.txt,150,Proc08D,0x12,
event_0411.txt,151,Proc08D,0x13,
event_0411.txt,152,Proc08D,0x18,
event_0411.txt,153,Proc08D,0x19,
event_0411.txt,154,Proc08D,0x1C,
event_0411.txt,155,Proc12A,0,
event_0411.txt,178,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0411.txt,179,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0411.txt,180,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0411.txt,181,Proc08D,8,That was fun!\r\nNow back to work...\BRK
event_0411.txt,182,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0411.txt,183,Proc08D,3,
event_0411.txt,184,Proc08D,0x18,
event_0411.txt,185,Proc12A,0,
event_0411.txt,208,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0411.txt,209,Proc08D,3,That was fun!\r\nNow back to work...\BRK
event_0411.txt,210,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0411.txt,211,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0411.txt,212,Proc08D,0xA,That was fun!\r\nNow back to work...\BRK
event_0411.txt,213,Proc08D,0xC,
event_0411.txt,214,Proc08D,0xD,
event_0411.txt,215,Proc08D,0x10,
event_0411.txt,216,Proc08D,0x14,
event_0411.txt,217,Proc08D,0x15,
event_0411.txt,218,Proc08D,0x16,
event_0411.txt,222,Proc08D,0x47,
event_0411.txt,223,Proc08D,0x48,
event_0411.txt,224,Proc08D,0x49,
event_0411.txt,225,Proc12A,0,
event_0411.txt,248,Proc08D,0xD,That was fun!\r\nNow back to work...\BRK
event_0411.txt,249,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0411.txt,250,Proc08D,6,That was fun!\r\nNow back to work...\BRK
event_0411.txt,251,Proc08D,0x1C,That was fun!\r\nNow back to work...\BRK
event_0411.txt,252,Proc08D,0x1B,That was fun!\r\nNow back to work...\BRK
event_0411.txt,253,Proc08D,7,
event_0411.txt,254,Proc08D,0xC,
event_0411.txt,255,Proc08D,0x18,
event_0411.txt,256,Proc08D,0x15,
event_0411.txt,257,Proc08D,0x14,
event_0411.txt,258,Proc08D,0x16,
event_0411.txt,259,Proc08D,1,
event_0411.txt,260,Proc08D,2,
event_0411.txt,261,Proc08D,0xE,
event_0411.txt,262,Proc08D,8,
event_0411.txt,263,Proc12A,0,
event_0411.txt,286,Proc08D,2,That was fun!\r\nNow back to work...\BRK
event_0411.txt,287,Proc08D,0x13,That was fun!\r\nNow back to work...\BRK
event_0411.txt,288,Proc08D,4,That was fun!\r\nNow back to work...\BRK
event_0411.txt,289,Proc08D,5,That was fun!\r\nNow back to work...\BRK
event_0411.txt,290,Proc08D,0xE,That was fun!\r\nNow back to work...\BRK
event_0411.txt,291,Proc08D,0xB,
event_0411.txt,292,Proc08D,0xD,
event_0411.txt,293,Proc08D,0x1B,
event_0411.txt,294,Proc08D,7,
event_0411.txt,295,Proc08D,0x11,
event_0411.txt,299,Proc08D,0x47,
event_0411.txt,300,Proc08D,0x48,
event_0411.txt,301,Proc08D,0x49,
event_0411.txt,302,Proc12A,0,
event_0411.txt,310,Proc08D,0x12,
event_0411.txt,311,Proc08D,0xB,
event_0411.txt,312,Proc08D,9,
event_0415.txt,7,Proc08D,0x17,
event_0415.txt,8,Proc08D,8,
event_0426.txt,5,Proc09E,,
event_0428.txt,5,Proc09F,,
event_0440.txt,7,Proc08D,0x1A,
event_0440.txt,12,Proc08D,0x1A,
event_0441.txt,24,Proc046,,
event_0442.txt,12,Func0C1,0,
event_0442.txt,13,Proc046,,
event_0443.txt,12,Func0C1,9,
event_0443.txt,13,Proc046,,
event_0444.txt,12,Func0C1,0xA,
event_0444.txt,13,Proc046,,
event_0445.txt,12,Func0C1,0xB,
event_0445.txt,13,Proc046,,
event_0446.txt,12,Func0C1,0xC,
event_0446.txt,13,Proc046,,
event_0447.txt,12,Func0C1,0xD,
event_0447.txt,13,Proc046,,
event_0448.txt,12,Func0C1,0xE,
event_0448.txt,13,Proc046,,
event_0449.txt,12,Func0C1,0xF,
event_0449.txt,13,Proc046,,
event_0450.txt,12,Func0C1,1,
event_0450.txt,13,Proc046,,
event_0451.txt,12,Func0C1,2,
event_0451.txt,13,Proc046,,
event_0452.txt,12,Func0C1,3,
event_0452.txt,13,Proc046,,
event_0453.txt,12,Func0C1,4,
event_0453.txt,13,Proc046,,
event_0454.txt,12,Func0C1,5,
event_0454.txt,13,Proc046,,
event_0455.txt,12,Func0C1,6,
event_0455.txt,13,Proc046,,
event_0456.txt,12,Func0C1,7,
event_0456.txt,13,Proc046,,
event_0457.txt,12,Func0C1,8,
event_0457.txt,13,Proc046,,
event_0458.txt,7,Proc046,,
event_0459.txt,12,Func0C1,0x10,
event_0459.txt,13,Proc046,,
event_0460.txt,12,Func0C1,0x11,
event_0460.txt,13,Proc046,,
event_0463.txt,24,Proc046,,
event_0464.txt,11,Func04C,,
event_0464.txt,13,Proc0C0,,
event_0465.txt,22,Proc099,,Welcome!\BRK | Box of Oranges\BRK | Box of Oranges\BRK
event_0466.txt,28,Proc095,,Oh...hello.\r\nIs there something I can\r\nbe helping you with?\BRK | Counter\BRK | Counter\BRK
event_0467.txt,22,Proc090,,Welcome!\r\n\BRK | Box of Oranges\BRK | Box of Oranges\BRK
event_0468.txt,17,Proc08E,,Welcome!\r\n\BRK
event_0469.txt,24,Func073,,Welcome!\r\nWant to buy a Basket?\BRK\WAIT_CLICK | Thank you very much!\BRK
event_0469.txt,32,Proc072,,Welcome!\r\nWant to buy a Basket?\BRK\WAIT_CLICK | Thank you very much!\BRK | You are already holding\r\ntoo much...\BRK | Really? Are you sure?\BRK
event_0470.txt,20,Func05D,0x4B,Welcome!\r\nWould you like to buy\r\nthe Blue Feather?\BRK\WAIT_CLICK
event_0470.txt,34,Proc0CA,,Welcome!\r\nWould you like to buy\r\nthe Blue Feather?\BRK\WAIT_CLICK | Thank you very much.\r\n\BRK | Thank you very much.\r\n\BRK
event_0470.txt,40,Func056,,Thank you very much.\r\n\BRK | Thank you very much.\r\n\BRK
event_0470.txt,44,Proc0CA,,"Thank you very much.\r\n\BRK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0471.txt,18,Func070,0x40,"Welcome!\r\nBread is 100G each.\r\nHow many do you want?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0472.txt,18,Func070,0x45,"Welcome!\r\nChocolates are 100G each.\r\nHow many do you want?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0473.txt,18,Func070,0x43,"Welcome!\r\nCurry Powder is 100G each.\r\nHow many do you want?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0474.txt,18,Func070,0x44,"Welcome!\r\nDumpling Powder is 100G \r\neach. How many do you want?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0475.txt,18,Func070,0x42,"Welcome!\r\nFlour is 50G each.\r\nHow many would you like?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0476.txt,18,Func070,0x41,"Welcome!\r\nOil costs 50G each.\r\nHow many do you need?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0477.txt,29,Proc09A,,"Welcome!\r\nWrapping will be\r\n100G. How about it?\BRK | What do you want to wrap?\BRK | I suggest wrapping\r\nyour present. Bye now.\BRK | Um...Sorry, but...\r\nyou don't have enough money.\BRK"
event_0478.txt,18,Func070,0x3F,"Welcome!\r\nRice Balls are 100G each.\r\nHow many do you want?\BRK\WAIT_CLICK | Too bad, but your \r\nhands are already full. \r\n\BRK"
event_0479.txt,34,Proc0C9,,Welcome!\r\nWant to buy a Rucksack?\BRK\WAIT_CLICK | Thanks very much.\BRK | Are you sure now?\BRK
event_0479.txt,36,Proc074,,"Welcome!\r\nWant to buy a Rucksack?\BRK\WAIT_CLICK | Thanks very much.\BRK | Are you sure now?\BRK | Um...Sorry, but...\r\nyou don't have enough\r\ngold. Rucksacks are 3,000 G.\BRK"
event_0479.txt,55,Proc0C9,,"Um...Sorry, but...\r\nyou don't have enough\r\ngold. Rucksacks are 3,000 G.\BRK | Thanks very much.\BRK | Really? Are you sure?\BRK"
event_0479.txt,57,Proc074,,"Thanks very much.\BRK | Really? Are you sure?\BRK | Um...Sorry, but...\r\nyou don't have enough\r\ngold. The Rucksack\r\nis 5,000 G.\BRK"
event_0480.txt,17,Proc08E,,Welcome!\r\n\BRK
event_0481.txt,17,Proc08E,,Welcome!\r\n\BRK
event_0482.txt,22,Proc093,,How are you feeling?\r\nNow there...Which\r\nmedicine would you like?\BRK | Counter\BRK | Counter\BRK
event_0484.txt,32,Proc094,,Welcome!\r\nAll foods can't be \r\ntaken out of this shop.\BRK | Welcome!\r\nYou're holding\r\ntoo much to eat!\BRK
event_0485.txt,22,Proc096,,Welcome.\r\nShopping today?\r\nWhat would you like to buy?\BRK | Counter\BRK | Counter\BRK
event_0486.txt,30,Proc094,,Hey there...\r\nNeed anything to eat?\BRK | Hey there...\r\nYou're holding too \r\nmuch to eat!\BRK
